# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
pth2rb	ENSCHAG00000025146	ENSCHAT00000060095	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3
pth2rb	ENSCHAG00000025146	ENSCHAT00000060107	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3
ptpn4b	ENSCHAG00000025109	ENSCHAT00000059844	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
ptpn4b	ENSCHAG00000025109	ENSCHAT00000059855	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
ptprt	ENSCHAG00000024252	ENSCHAT00000062575	protein_coding	0	0	0	50	0	0	0	0	45	0	0	0	0	0	5
ptprt	ENSCHAG00000024252	ENSCHAT00000062596	protein_coding	0	0	0	50	0	0	0	0	45	0	0	0	0	0	5
ptprt	ENSCHAG00000024252	ENSCHAT00000062618	protein_coding	0	0	0	50	0	0	0	0	45	0	0	0	0	0	5
ptprt	ENSCHAG00000024252	ENSCHAT00000062845	protein_coding	0	0	0	28	0	0	0	0	27	0	0	0	0	0	1
ptprt	ENSCHAG00000024252	ENSCHAT00000062899	protein_coding	0	0	0	28	0	0	0	0	27	0	0	0	0	0	1
ptprt	ENSCHAG00000024252	ENSCHAT00000063055	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0
ptprt	ENSCHAG00000024252	ENSCHAT00000063069	protein_coding	0	0	0	50	0	0	0	0	45	0	0	0	0	0	5
ptprt	ENSCHAG00000024252	ENSCHAT00000063156	protein_coding	0	0	0	50	0	0	0	0	45	0	0	0	0	0	5
ptprt	ENSCHAG00000024252	ENSCHAT00000063161	protein_coding	0	0	0	50	0	0	0	0	45	0	0	0	0	0	5
ptprt	ENSCHAG00000024252	ENSCHAT00000063174	protein_coding	0	0	0	28	0	0	0	0	27	0	0	0	0	0	1
ptrh2	ENSCHAG00000022697	ENSCHAT00000053373	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
rab11a	ENSCHAG00000002433	ENSCHAT00000005080	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
rab11a	ENSCHAG00000002433	ENSCHAT00000005139	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
rab11a	ENSCHAG00000002433	ENSCHAT00000005187	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
rab11a	ENSCHAG00000002433	ENSCHAT00000005342	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
rab11a	ENSCHAG00000002433	ENSCHAT00000005488	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rab6ba	ENSCHAG00000019900	ENSCHAT00000046349	protein_coding	0	0	0	14	0	0	0	5	7	0	0	0	0	0	2
rab6ba	ENSCHAG00000019900	ENSCHAT00000046376	protein_coding	0	0	0	9	0	0	0	1	6	0	0	0	0	0	2
rab6ba	ENSCHAG00000019900	ENSCHAT00000046384	protein_coding	0	0	0	9	0	0	0	1	6	0	0	0	0	0	2
rab6ba	ENSCHAG00000019900	ENSCHAT00000046403	protein_coding	0	0	0	9	0	0	0	1	6	0	0	0	0	0	2
rab6ba	ENSCHAG00000019900	ENSCHAT00000046412	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	2
rad21b	ENSCHAG00000000617	ENSCHAT00000001130	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	3
rad21b	ENSCHAG00000000617	ENSCHAT00000001156	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	3
rad21b	ENSCHAG00000000617	ENSCHAT00000001198	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	3
rae1	ENSCHAG00000019013	ENSCHAT00000044045	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	2
rae1	ENSCHAG00000019013	ENSCHAT00000044069	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	2
rae1	ENSCHAG00000019013	ENSCHAT00000044105	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	2
rae1	ENSCHAG00000019013	ENSCHAT00000044132	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	2
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044870	protein_coding	0	1	0	19	3	0	0	3	13	0	0	0	0	1	0
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044880	protein_coding	0	1	0	19	3	0	0	3	13	0	0	0	0	1	0
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044893	protein_coding	0	1	0	19	3	0	0	3	13	0	0	0	0	1	0
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044916	protein_coding	0	1	0	19	3	0	0	3	13	0	0	0	0	1	0
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044927	protein_coding	0	1	0	19	3	0	0	3	13	0	0	0	0	1	0
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044943	protein_coding	0	1	0	18	0	0	0	5	13	0	0	0	0	1	0
rasgrf2a	ENSCHAG00000019251	ENSCHAT00000044962	protein_coding	0	1	0	18	0	0	0	7	11	0	0	0	0	1	0
rbfox2	ENSCHAG00000025529	ENSCHAT00000060781	protein_coding	0	0	0	18	0	0	0	0	14	0	0	0	0	0	4
rbfox2	ENSCHAG00000025529	ENSCHAT00000060789	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	2
rbfox2	ENSCHAG00000025529	ENSCHAT00000060798	protein_coding	0	0	0	18	0	0	0	0	14	0	0	0	0	0	4
rcbtb2	ENSCHAG00000024123	ENSCHAT00000057273	protein_coding	0	0	0	17	0	0	0	3	12	0	0	0	0	0	2
rcbtb2	ENSCHAG00000024123	ENSCHAT00000057287	protein_coding	0	0	0	17	0	0	0	3	12	0	0	0	0	0	2
rcbtb2	ENSCHAG00000024123	ENSCHAT00000057292	protein_coding	0	0	0	17	0	0	0	3	12	0	0	0	0	0	2
rcbtb2	ENSCHAG00000024123	ENSCHAT00000057297	protein_coding	0	0	0	17	0	0	0	3	12	0	0	0	0	0	2
rfx5	ENSCHAG00000001615	ENSCHAT00000002615	protein_coding	0	0	0	10	0	0	0	1	5	0	0	0	0	0	4
rfx7a	ENSCHAG00000014090	ENSCHAT00000031812	protein_coding	0	0	0	8	0	0	0	2	0	0	0	0	0	0	6
rgl3a	ENSCHAG00000024532	ENSCHAT00000058286	protein_coding	0	0	0	20	0	0	1	1	8	0	0	0	0	0	10
rgl3a	ENSCHAG00000024532	ENSCHAT00000058307	protein_coding	0	0	0	11	0	0	0	1	6	0	0	0	0	0	4
rgra	ENSCHAG00000003901	ENSCHAT00000007035	protein_coding	0	0	0	9	0	0	0	6	1	0	0	0	0	0	2
rhbdd1	ENSCHAG00000024273	ENSCHAT00000057545	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
rhbdd1	ENSCHAG00000024273	ENSCHAT00000057552	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
rhbdl3	ENSCHAG00000014902	ENSCHAT00000033973	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
rnf113a	ENSCHAG00000009175	ENSCHAT00000019312	protein_coding	0	2	0	7	0	1	1	2	1	0	0	0	0	1	3
rnf113a	ENSCHAG00000009175	ENSCHAT00000019326	protein_coding	0	1	0	7	0	0	0	2	1	0	0	0	0	1	4
rnft1	ENSCHAG00000023238	ENSCHAT00000054719	protein_coding	0	0	0	11	0	0	0	1	1	0	0	0	0	0	9
romo1	ENSCHAG00000000530	ENSCHAT00000000855	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
rpl24	ENSCHAG00000023610	ENSCHAT00000055683	protein_coding	0	1	0	18	0	0	0	7	9	0	0	0	0	1	2
rpl24	ENSCHAG00000023610	ENSCHAT00000055698	protein_coding	0	0	0	15	0	0	0	10	3	0	0	0	0	0	2
rps12	ENSCHAG00000022894	ENSCHAT00000053851	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
rps12	ENSCHAG00000022894	ENSCHAT00000053860	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
rps19	ENSCHAG00000002791	ENSCHAT00000004963	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
rps19	ENSCHAG00000002791	ENSCHAT00000005047	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
rps19	ENSCHAG00000002791	ENSCHAT00000005106	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
rps28	ENSCHAG00000004868	ENSCHAT00000008975	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	5
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054579	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	3
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054604	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	3
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054620	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	3
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054648	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	3
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054659	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	3
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054700	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
rps6kb1a	ENSCHAG00000022732	ENSCHAT00000054708	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
rpsa	ENSCHAG00000023209	ENSCHAT00000054652	protein_coding	0	1	0	11	0	0	0	0	7	0	0	1	0	0	5
rpsa	ENSCHAG00000023209	ENSCHAT00000054680	protein_coding	0	1	0	11	0	0	0	0	7	0	0	1	0	0	5
rpsa	ENSCHAG00000023209	ENSCHAT00000054684	protein_coding	0	1	0	11	0	0	0	2	5	0	0	1	0	0	5
rragcb	ENSCHAG00000000775	ENSCHAT00000001224	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0
rundc3aa	ENSCHAG00000009114	ENSCHAT00000019056	protein_coding	0	0	0	13	0	0	0	1	9	0	0	0	0	0	3
rundc3aa	ENSCHAG00000009114	ENSCHAT00000019068	protein_coding	0	0	0	13	0	0	0	1	9	0	0	0	0	0	3
ryk	ENSCHAG00000020128	ENSCHAT00000048120	protein_coding	0	0	0	17	0	0	0	7	9	0	0	0	0	0	1
ryk	ENSCHAG00000020128	ENSCHAT00000048161	protein_coding	0	0	0	17	0	0	0	7	9	0	0	0	0	0	1
ryk	ENSCHAG00000020128	ENSCHAT00000048193	protein_coding	0	0	0	17	0	0	0	7	9	0	0	0	0	0	1
ryk	ENSCHAG00000020128	ENSCHAT00000048238	protein_coding	0	0	0	16	0	0	0	7	9	0	0	0	0	0	0
ryk	ENSCHAG00000020128	ENSCHAT00000048300	protein_coding	0	0	0	16	0	0	0	7	9	0	0	0	0	0	0
ryk	ENSCHAG00000020128	ENSCHAT00000048321	protein_coding	0	0	0	16	0	0	0	7	9	0	0	0	0	0	0
ryk	ENSCHAG00000020128	ENSCHAT00000048362	protein_coding	0	0	0	16	0	0	0	7	9	0	0	0	0	0	0
sarnp	ENSCHAG00000018982	ENSCHAT00000043851	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	1
scly	ENSCHAG00000020917	ENSCHAT00000049129	protein_coding	0	1	0	10	0	0	0	1	9	0	0	0	0	1	0
scly	ENSCHAG00000020917	ENSCHAT00000049151	protein_coding	0	1	0	10	0	0	0	1	9	0	0	0	0	1	0
scly	ENSCHAG00000020917	ENSCHAT00000049174	protein_coding	0	1	0	10	0	0	0	1	9	0	0	0	0	1	0
scly	ENSCHAG00000020917	ENSCHAT00000049194	protein_coding	0	1	0	10	0	0	0	1	9	0	0	0	0	1	0
scly	ENSCHAG00000020917	ENSCHAT00000049233	protein_coding	0	1	0	10	0	0	0	1	9	0	0	0	0	1	0
scly	ENSCHAG00000020917	ENSCHAT00000049255	protein_coding	0	1	0	10	0	0	0	1	9	0	0	0	0	1	0
sec61b	ENSCHAG00000000838	ENSCHAT00000001385	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	4
selenou1a	ENSCHAG00000003586	ENSCHAT00000006388	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	7
selenou1a	ENSCHAG00000003586	ENSCHAT00000006419	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	7
selenow2a	ENSCHAG00000010747	ENSCHAT00000023386	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12
sept9b	ENSCHAG00000015484	ENSCHAT00000037592	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037625	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037671	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037709	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037723	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037756	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037778	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037796	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037819	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sept9b	ENSCHAG00000015484	ENSCHAT00000037854	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0
sfxn3	ENSCHAG00000003340	ENSCHAT00000006189	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
sfxn3	ENSCHAG00000003340	ENSCHAT00000006208	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
sh3bgrl2	ENSCHAG00000022916	ENSCHAT00000053902	protein_coding	0	0	0	46	0	0	0	33	12	0	0	0	0	0	1
sh3bgrl2	ENSCHAG00000022916	ENSCHAT00000053911	protein_coding	0	0	0	39	2	0	0	28	8	0	0	0	0	0	1
shox2	ENSCHAG00000008968	ENSCHAT00000018740	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	2
si:ch1073-224n8.1	ENSCHAG00000025693	ENSCHAT00000061245	protein_coding	0	0	0	9	0	0	0	5	1	0	0	0	0	0	3
si:ch211-127d4.3	ENSCHAG00000022524	ENSCHAT00000052861	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
si:ch211-153f2.3	ENSCHAG00000000784	ENSCHAT00000001236	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	3
si:ch211-165i18.2	ENSCHAG00000012008	ENSCHAT00000026629	protein_coding	1	2	14	25	0	0	0	15	6	14	0	0	1	2	4
si:ch211-203d1.3	ENSCHAG00000008882	ENSCHAT00000018538	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	6
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040224	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040259	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040270	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040281	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040306	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040380	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
si:ch211-239f4.1	ENSCHAG00000017429	ENSCHAT00000040434	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
si:ch211-79k12.1	ENSCHAG00000002268	ENSCHAT00000003996	protein_coding	0	0	0	12	0	0	0	3	5	0	0	0	0	0	4
si:ch211-79k12.2	ENSCHAG00000002210	ENSCHAT00000003927	protein_coding	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0
si:ch211-79k12.2	ENSCHAG00000002210	ENSCHAT00000003966	protein_coding	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0
si:ch73-160i9.1	ENSCHAG00000000591	ENSCHAT00000000934	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
si:ch73-61d6.3	ENSCHAG00000006733	ENSCHAT00000013407	protein_coding	0	0	0	19	0	0	0	1	11	0	0	0	0	0	7
si:dkey-201i6.2	ENSCHAG00000000643	ENSCHAT00000001009	protein_coding	0	0	2	29	1	0	0	18	7	2	0	0	0	0	3
si:dkey-211g8.6	ENSCHAG00000001082	ENSCHAT00000001734	protein_coding	0	0	1	5	0	0	0	1	3	1	0	0	0	0	1
si:dkey-22o22.2	ENSCHAG00000000525	ENSCHAT00000000920	protein_coding	0	0	0	11	0	0	0	1	9	0	0	0	0	0	1
si:dkey-25o16.4	ENSCHAG00000002892	ENSCHAT00000005654	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
si:dkey-25o16.4	ENSCHAG00000002892	ENSCHAT00000005956	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
si:dkey-260c8.8	ENSCHAG00000012905	ENSCHAT00000028813	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
si:dkey-73n10.1	ENSCHAG00000004518	ENSCHAT00000008241	protein_coding	0	0	1	4	0	0	0	0	1	1	0	0	0	0	3
si:dkey-85p17.3	ENSCHAG00000021702	ENSCHAT00000050744	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
si:dkey-85p17.3	ENSCHAG00000021702	ENSCHAT00000050759	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
si:dkey-85p17.3	ENSCHAG00000021702	ENSCHAT00000050769	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
six3a	ENSCHAG00000018762	ENSCHAT00000043341	protein_coding	0	0	0	8	0	0	0	4	2	0	0	0	0	0	2
skib	ENSCHAG00000013389	ENSCHAT00000030210	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
slain2	ENSCHAG00000023374	ENSCHAT00000055066	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
slain2	ENSCHAG00000023374	ENSCHAT00000055077	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
slc12a2	ENSCHAG00000014487	ENSCHAT00000048956	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000048996	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049062	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049073	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049150	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049181	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049192	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049234	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc12a2	ENSCHAG00000014487	ENSCHAT00000049355	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	1	0
slc16a1a	ENSCHAG00000011106	ENSCHAT00000024194	protein_coding	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0
slc16a1a	ENSCHAG00000011106	ENSCHAT00000024215	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
slc16a1a	ENSCHAG00000011106	ENSCHAT00000024227	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
slc18a3a	ENSCHAG00000003945	ENSCHAT00000007090	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
slc24a1	ENSCHAG00000003677	ENSCHAT00000006550	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	3
slc24a1	ENSCHAG00000003677	ENSCHAT00000006632	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
slc24a1	ENSCHAG00000003677	ENSCHAT00000006718	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
slc24a1	ENSCHAG00000003677	ENSCHAT00000006791	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
slc25a15a	ENSCHAG00000024403	ENSCHAT00000057931	protein_coding	0	0	0	6	0	0	0	4	1	0	0	0	0	0	1
slc25a15a	ENSCHAG00000024403	ENSCHAT00000057945	protein_coding	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0
slc25a17	ENSCHAG00000014815	ENSCHAT00000033575	protein_coding	0	2	0	6	0	0	0	0	0	0	0	0	0	2	6
slc25a17	ENSCHAG00000014815	ENSCHAT00000033662	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	6
slc25a38b	ENSCHAG00000023197	ENSCHAT00000054593	protein_coding	0	0	0	9	1	0	0	8	0	0	0	0	0	0	0
slc25a38b	ENSCHAG00000023197	ENSCHAT00000054609	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
slc25a46	ENSCHAG00000023414	ENSCHAT00000055166	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
slc25a46	ENSCHAG00000023414	ENSCHAT00000055194	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
slc25a46	ENSCHAG00000023414	ENSCHAT00000055207	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
slc25a46	ENSCHAG00000023414	ENSCHAT00000055219	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
slc25a55a	ENSCHAG00000010850	ENSCHAT00000023703	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
slc27a6	ENSCHAG00000012692	ENSCHAT00000029141	protein_coding	0	1	0	13	0	0	0	1	11	0	0	0	0	1	1
slc27a6	ENSCHAG00000012692	ENSCHAT00000029190	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
slc27a6	ENSCHAG00000012692	ENSCHAT00000029215	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
slc27a6	ENSCHAG00000012692	ENSCHAT00000029249	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
slc27a6	ENSCHAG00000012692	ENSCHAT00000029335	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
slc2a12	ENSCHAG00000022555	ENSCHAT00000052954	protein_coding	0	0	0	24	0	0	1	2	5	0	0	0	0	0	16
slc30a8	ENSCHAG00000000875	ENSCHAT00000001381	protein_coding	0	1	0	6	0	0	0	1	1	0	0	0	0	1	4
slc30a8	ENSCHAG00000000875	ENSCHAT00000001409	protein_coding	0	1	0	6	0	0	0	1	1	0	0	0	0	1	4
slc3a1	ENSCHAG00000018877	ENSCHAT00000043832	protein_coding	0	0	0	8	4	0	0	2	2	0	0	0	0	0	0
slc3a1	ENSCHAG00000018877	ENSCHAT00000043916	protein_coding	0	0	0	8	4	0	0	2	2	0	0	0	0	0	0
slc3a1	ENSCHAG00000018877	ENSCHAT00000043966	protein_coding	0	0	0	8	4	0	0	2	2	0	0	0	0	0	0
slc3a1	ENSCHAG00000018877	ENSCHAT00000044036	protein_coding	0	0	0	8	4	0	0	2	2	0	0	0	0	0	0
slc44a2	ENSCHAG00000024656	ENSCHAT00000059553	protein_coding	0	7	1	7	0	0	0	0	3	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060652	protein_coding	0	7	1	8	1	0	0	0	4	1	0	0	0	7	3
slc44a2	ENSCHAG00000024656	ENSCHAT00000060715	protein_coding	0	7	1	7	1	0	0	0	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060725	protein_coding	0	7	1	7	1	0	0	0	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060751	protein_coding	0	7	1	7	1	0	0	0	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060759	protein_coding	0	7	1	7	0	0	0	1	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060794	protein_coding	0	7	1	7	0	0	0	1	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060811	protein_coding	0	7	1	7	0	0	0	1	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060822	protein_coding	0	7	1	7	0	0	0	1	2	1	0	0	0	7	4
slc44a2	ENSCHAG00000024656	ENSCHAT00000060835	protein_coding	0	7	1	7	0	0	0	1	2	1	0	0	0	7	4
slc4a1a	ENSCHAG00000010815	ENSCHAT00000026794	protein_coding	0	0	1	5	0	0	0	0	0	1	0	0	0	0	5
slc4a1a	ENSCHAG00000010815	ENSCHAT00000026970	protein_coding	0	0	1	5	0	0	0	0	0	1	0	0	0	0	5
slc4a1a	ENSCHAG00000010815	ENSCHAT00000027040	protein_coding	0	0	1	5	0	0	0	0	0	1	0	0	0	0	5
slc4a1a	ENSCHAG00000010815	ENSCHAT00000027093	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	5
slc4a1a	ENSCHAG00000010815	ENSCHAT00000027175	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	5
slc4a1a	ENSCHAG00000010815	ENSCHAT00000027277	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
slc5a5	ENSCHAG00000005530	ENSCHAT00000011897	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
slc5a5	ENSCHAG00000005530	ENSCHAT00000011969	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
slc5a5	ENSCHAG00000005530	ENSCHAT00000011999	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
slc5a5	ENSCHAG00000005530	ENSCHAT00000012088	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
slc5a8l	ENSCHAG00000010965	ENSCHAT00000024007	protein_coding	0	2	0	15	0	0	0	4	7	0	0	0	0	2	4
slc5a8l	ENSCHAG00000010965	ENSCHAT00000024037	protein_coding	0	2	0	15	0	0	0	4	7	0	0	0	0	2	4
slc5a8l	ENSCHAG00000010965	ENSCHAT00000024051	protein_coding	0	2	0	15	0	0	0	4	7	0	0	0	0	2	4
